endpoint,group,invariant,invariantType,variables,pptname,tp
post+groups_{id}_projects_{project_id},created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT
/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT",1.0
post+groups_{id}_projects_{project_id},emails_disabled,"return.emails_disabled one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.emails_disabled),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_projects_{project_id},id,input.id == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.id)",/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_projects_{project_id},namespace,return.namespace == null,daikon.inv.unary.scalar.OneOfScalar,(return.namespace),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_projects_{project_id},shared_with_groups,"size(return.shared_with_groups[]) one of { 0, 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,0.0
post+groups_{id}_projects_{project_id},shared_with_groups.group_access_level,"return.group_access_level one of { 10, 30, 50 }",daikon.inv.unary.scalar.OneOfScalar,(return.group_access_level),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201&shared_with_groups():::EXIT,0.0
post+groups_{id}_projects_{project_id},tag_list,return.tag_list == null,daikon.inv.unary.scalar.OneOfScalar,(return.tag_list),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_projects_{project_id},visibility,"return.visibility one of { ""internal"", ""private"", ""public"" }",daikon.inv.unary.string.OneOfString,(return.visibility),/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_projects_{project_id},web_url,return.path is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.path, return.web_url)",/groups/{id}/projects/{project_id}&/groups/{id}/projects/{project_id}&post&201():::EXIT,1.0
post+groups_{id}_share,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/share&/groups/{id}/share&post&201():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201():::EXIT",1.0
post+groups_{id}_share,full_path,"return.path is a substring of return.full_path
return.full_path is a substring of return.web_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.full_path, return.path)
(return.full_path, return.web_url)","/groups/{id}/share&/groups/{id}/share&post&201():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201():::EXIT",1.0
post+groups_{id}_share,id,input.id == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.id)",/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,1.0
post+groups_{id}_share,name,return.name is a substring of return.full_name,daikon.inv.binary.twoString.StdString$SubString,"(return.full_name, return.name)",/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,1.0
post+groups_{id}_share,parent_id,"LENGTH(return.parent_id)==3
return.parent_id is Numeric","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsNumeric","(return.parent_id)
(return.parent_id)","/groups/{id}/share&/groups/{id}/share&post&201():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201():::EXIT",0.5
post+groups_{id}_share,projects,size(return.projects[]) >= size(return.shared_projects[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.projects[..]), size(return.shared_projects[..]))",/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,1.0
post+groups_{id}_share,projects._links.self,"return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.creator_id,"return.creator_id >= 1
return.creator_id >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.creator_id)
(return.creator_id, size(return.shared_with_groups[..]))","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.default_branch,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.forks_count,return.forks_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.forks_count),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.import_status,"return.import_status one of { ""finished"", ""none"" }",daikon.inv.unary.string.OneOfString,(return.import_status),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.last_activity_at,"LENGTH(return.last_activity_at)==24
return.last_activity_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.last_activity_at)
(return.last_activity_at)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.merge_method,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.name_with_namespace,"return.name is a substring of return.name_with_namespace
return.namespace.name is a substring of return.name_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.name, return.name_with_namespace)
(return.name_with_namespace, return.namespace.name)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.namespace.id,input.id == return.namespace.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.namespace.id)",/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.namespace.kind,"return.namespace.kind == ""group""
LENGTH(return.namespace.kind)==5","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.namespace.kind)
(return.namespace.kind)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.namespace.path,return.namespace.path is a substring of return.namespace.full_path,daikon.inv.binary.twoString.StdString$SubString,"(return.namespace.path, return.namespace.full_path)",/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.open_issues_count,"return.open_issues_count == 0
return.open_issues_count <= return.forks_count
return.open_issues_count <= return.star_count
return.open_issues_count <= size(return.shared_with_groups[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count)
(return.open_issues_count, return.forks_count)
(return.open_issues_count, return.star_count)
(return.open_issues_count, size(return.shared_with_groups[..]))","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.path_with_namespace,"return.path_with_namespace is a substring of return.ssh_url_to_repo
return.path_with_namespace is a substring of return.web_url
return.path is a substring of return.path_with_namespace
return.namespace.full_path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.ssh_url_to_repo, return.path_with_namespace)
(return.web_url, return.path_with_namespace)
(return.path, return.path_with_namespace)
(return.path_with_namespace, return.namespace.full_path)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,projects.shared_with_groups,"size(return.shared_with_groups[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.shared_with_groups.group_access_level,"return.group_access_level one of { 10, 20, 30 }",daikon.inv.unary.scalar.OneOfScalar,(return.group_access_level),/groups/{id}/share&/groups/{id}/share&post&201&projects&shared_with_groups():::EXIT,1.0
post+groups_{id}_share,projects.star_count,return.star_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.star_count),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,1.0
post+groups_{id}_share,projects.suggestion_commit_message,"return.suggestion_commit_message one of { ""hotness"", ""impossibly"", ""repositing"" }",daikon.inv.unary.string.OneOfString,(return.suggestion_commit_message),/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT,0.0
post+groups_{id}_share,projects.tag_list,"return.tag_list[] elements one of { ""dictatorially"", ""takin"", ""urbanely"" }
size(return.tag_list[]) one of { 0, 1 }
return.open_issues_count <= size(return.tag_list[])
return.creator_id >= size(return.tag_list[])","daikon.inv.unary.stringsequence.EltOneOfString
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.tag_list[..])
(size(return.tag_list[..]))
(return.open_issues_count, size(return.tag_list[..]))
(return.creator_id, size(return.tag_list[..]))","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",0.75
post+groups_{id}_share,projects.visibility,"return.visibility == ""private""
LENGTH(return.visibility)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.visibility)
(return.visibility)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",0.0
post+groups_{id}_share,projects.web_url,"return.web_url is a substring of return.http_url_to_repo
return.web_url is a substring of return.readme_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.http_url_to_repo, return.web_url)
(return.web_url, return.readme_url)","/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&projects():::EXIT",1.0
post+groups_{id}_share,shared_projects,"size(return.shared_projects[]) one of { 0, 2, 3 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_projects[..])),/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,0.0
post+groups_{id}_share,shared_with_groups,"size(return.shared_with_groups[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,0.0
post+groups_{id}_share,shared_with_groups.expires_at,"input.expires_at == return.expires_at
return.expires_at is a Date. Format: YYYY/MM/DD","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.dates.IsDateYYYYMMDD","(input.expires_at, return.expires_at)
(return.expires_at)","/groups/{id}/share&/groups/{id}/share&post&201&shared_with_groups():::EXIT
/groups/{id}/share&/groups/{id}/share&post&201&shared_with_groups():::EXIT",1.0
post+groups_{id}_share,shared_with_groups.group_id,input.group_id >= return.group_id,daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.group_id, return.group_id)",/groups/{id}/share&/groups/{id}/share&post&201&shared_with_groups():::EXIT,1.0
post+groups_{id}_share,visibility,"return.visibility one of { ""internal"", ""private"", ""public"" }",daikon.inv.unary.string.OneOfString,(return.visibility),/groups/{id}/share&/groups/{id}/share&post&201():::EXIT,1.0
put+groups_{id},created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}&/groups/{id}&put&200():::EXIT
/groups/{id}&/groups/{id}&put&200():::EXIT",1.0
put+groups_{id},description,input.description == return.description,daikon.inv.binary.twoString.StringEqual,"(input.description, return.description)",/groups/{id}&/groups/{id}&put&200():::EXIT,1.0
put+groups_{id},full_path,"input.path == return.full_path
return.full_path == return.path
return.full_path is a substring of return.web_url","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StdString$SubString","(input.path, return.full_path)
(return.full_path, return.path)
(return.full_path, return.web_url)","/groups/{id}&/groups/{id}&put&200():::EXIT
/groups/{id}&/groups/{id}&put&200():::EXIT
/groups/{id}&/groups/{id}&put&200():::EXIT",1.0
put+groups_{id},id,input.id == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.id)",/groups/{id}&/groups/{id}&put&200():::EXIT,1.0
put+groups_{id},name,return.full_name == return.name,daikon.inv.binary.twoString.StringEqual,"(return.full_name, return.name)",/groups/{id}&/groups/{id}&put&200():::EXIT,1.0
put+groups_{id},projects,"size(return.projects[]) one of { 0, 13 }
size(return.projects[]) >= size(return.shared_projects[])
size(return.projects[]) >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(size(return.projects[..]))
(size(return.projects[..]), size(return.shared_projects[..]))
(size(return.projects[..]), size(return.shared_with_groups[..]))","/groups/{id}&/groups/{id}&put&200():::EXIT
/groups/{id}&/groups/{id}&put&200():::EXIT
/groups/{id}&/groups/{id}&put&200():::EXIT",0.6666666666666666
put+groups_{id},projects._links.self,"return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.allow_merge_on_skipped_pipeline,"input.require_two_factor_authentication == return.allow_merge_on_skipped_pipeline
input.mentions_disabled == return.allow_merge_on_skipped_pipeline
return.allow_merge_on_skipped_pipeline == true","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(input.require_two_factor_authentication, return.allow_merge_on_skipped_pipeline)
(input.mentions_disabled, return.allow_merge_on_skipped_pipeline)
(return.allow_merge_on_skipped_pipeline)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.autoclose_referenced_issues,input.mentions_disabled == return.autoclose_referenced_issues,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.autoclose_referenced_issues)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.can_create_merge_request_in,input.mentions_disabled == return.can_create_merge_request_in,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.can_create_merge_request_in)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,0.0
put+groups_{id},projects.container_registry_enabled,"return.container_registry_enabled == return.allow_merge_on_skipped_pipeline
return.container_registry_enabled == return.remove_source_branch_after_merge","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual","(return.container_registry_enabled, return.allow_merge_on_skipped_pipeline)
(return.container_registry_enabled, return.remove_source_branch_after_merge)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.5
put+groups_{id},projects.created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.creator_id,"return.creator_id one of { 1, 7, 11 }",daikon.inv.unary.scalar.OneOfScalar,(return.creator_id),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,0.0
put+groups_{id},projects.default_branch,"return.default_branch one of { ""main"", ""master"" }
return.default_branch is a substring of return.readme_url","daikon.inv.unary.string.OneOfString
daikon.inv.binary.twoString.StdString$SubString","(return.default_branch)
(return.default_branch, return.readme_url)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.forks_count,"return.forks_count >= 0
return.forks_count >= return.star_count","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.forks_count)
(return.forks_count, return.star_count)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.5
put+groups_{id},projects.import_status,"return.import_status one of { ""finished"", ""none"" }",daikon.inv.unary.string.OneOfString,(return.import_status),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.issues_enabled,input.mentions_disabled == return.issues_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.issues_enabled)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.jobs_enabled,return.jobs_enabled == return.allow_merge_on_skipped_pipeline,daikon.inv.binary.twoScalar.IntEqual,"(return.jobs_enabled, return.allow_merge_on_skipped_pipeline)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.last_activity_at,"LENGTH(return.last_activity_at)==24
return.last_activity_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.last_activity_at)
(return.last_activity_at)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.merge_method,"return.merge_method one of { ""ff"", ""merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.merge_requests_enabled,input.mentions_disabled == return.merge_requests_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.merge_requests_enabled)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.name_with_namespace,"input.name is a substring of return.name_with_namespace
return.name is a substring of return.name_with_namespace
return.namespace.name is a substring of return.name_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(input.name, return.name_with_namespace)
(return.name, return.name_with_namespace)
(return.name_with_namespace, return.namespace.name)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.namespace.id,input.id == return.namespace.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.namespace.id)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.namespace.kind,"return.namespace.kind == ""group""
LENGTH(return.namespace.kind)==5","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.namespace.kind)
(return.namespace.kind)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.namespace.name,"input.name == return.namespace.name
return.namespace.name == ""effortlessly""
LENGTH(return.namespace.name)==12","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(input.name, return.namespace.name)
(return.namespace.name)
(return.namespace.name)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.3333333333333333
put+groups_{id},projects.namespace.path,"input.path == return.namespace.path
return.namespace.path == return.namespace.full_path
return.namespace.path one of { ""demo-1111"", ""salubriousness"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.path, return.namespace.path)
(return.namespace.path, return.namespace.full_path)
(return.namespace.path)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.6666666666666666
put+groups_{id},projects.open_issues_count,"return.open_issues_count == size(return.shared_with_groups[])
return.open_issues_count == size(return.shared_with_groups[])
return.open_issues_count <= return.forks_count
return.open_issues_count <= return.star_count","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count, size(return.shared_with_groups[..]))
(return.open_issues_count, size(return.shared_with_groups[..]))
(return.open_issues_count, return.forks_count)
(return.open_issues_count, return.star_count)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.5
put+groups_{id},projects.path_with_namespace,"input.path is a substring of return.path_with_namespace
return.path_with_namespace is a substring of return.ssh_url_to_repo
return.path_with_namespace is a substring of return.web_url
return.path is a substring of return.path_with_namespace
return.namespace.path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(input.path, return.path_with_namespace)
(return.ssh_url_to_repo, return.path_with_namespace)
(return.web_url, return.path_with_namespace)
(return.path, return.path_with_namespace)
(return.path_with_namespace, return.namespace.path)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",1.0
put+groups_{id},projects.public_jobs,input.mentions_disabled == return.public_jobs,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.public_jobs)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.resolve_outdated_diff_discussions,"input.share_with_group_lock == return.resolve_outdated_diff_discussions
return.resolve_outdated_diff_discussions == return.archived
return.resolve_outdated_diff_discussions == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(input.share_with_group_lock, return.resolve_outdated_diff_discussions)
(return.resolve_outdated_diff_discussions, return.archived)
(return.resolve_outdated_diff_discussions)","/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT
/groups/{id}&/groups/{id}&put&200&projects():::EXIT",0.3333333333333333
put+groups_{id},projects.shared_runners_enabled,return.shared_runners_enabled == return.allow_merge_on_skipped_pipeline,daikon.inv.binary.twoScalar.IntEqual,"(return.shared_runners_enabled, return.allow_merge_on_skipped_pipeline)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.shared_with_groups,return.shared_with_groups[] == [],daikon.inv.unary.sequence.OneOfSequence,(return.shared_with_groups[..]),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,0.0
put+groups_{id},projects.snippets_enabled,input.mentions_disabled == return.snippets_enabled,daikon.inv.binary.twoScalar.IntEqual,"(input.mentions_disabled, return.snippets_enabled)",/groups/{id}&/groups/{id}&put&200&projects():::EXIT,0.0
put+groups_{id},projects.star_count,"return.star_count one of { 0, 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(return.star_count),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,1.0
put+groups_{id},projects.suggestion_commit_message,"return.suggestion_commit_message one of { ""federalization"", ""pittsfield"" }",daikon.inv.unary.string.OneOfString,(return.suggestion_commit_message),/groups/{id}&/groups/{id}&put&200&projects():::EXIT,0.0
